text,label
mari doakan penegak hukum kesehatan keselamatan gaji thr berlimpah diumumkan presiden mengangkat orang yg menghina agama islam duta pancasila salam hangat userpip,Normal
oooohhhok pasal pusat keamanan elok jugak malaysia menasihatberi tekanan arab saudi bom yamanaku nak bd arab saudi malaysia sesetengah orang bangga makan mcd produ,Normal
fubuan tuh pelajari calon partnernya jgn langsung hajar pake analisa swot pelajari strengthnya weaknessnya opportunity kyk gimana amp threat dr sebahaya logic dikit jgn gara disyerpik ketemu langsung sikat kalo psyco mampus l,Abusive
pendukung rezim warrrbiasah,Abusive
hatihati orangorang yg pribumi antek cina yg ngepret,Hate Speech
dasar pengangguran lo ah gerak dikit napa kalo maen,Abusive
kecoak ngomong g juntrungannya ya gw tinggal gak mutu ngomong orang dungu kayak ente,Abusive
game lo mainin,Normal
indonesia bkn milik islam msh kristenbudha hindu camkan,Normal
kali aja game masternya nindak cheater wow,Normal
bodo bngs gue uas url,Abusive
hamil hahahah gembrot lucu bgt,Harassment
professor gini bilang bloon,Normal
wih sayang banget hitam gitu ga sange,Harassment
solo rank comebackn sakit xf x f x x ane tau klo tank takut war xf x f x x hilda ccd xf x f x x emosi bangke xf x f x x,Abusive
jyjyk kau maho,Harassment
tili tili bom russian lullaby xf x f x xb xf x f x xb xf x f x xa,Normal
coincidentally berdoa makan bersamaan ma ma katolik meja he made sign of the cross mbak mbak kristen meja samping i think bcs she folded her hand adem bgtt xe x xba xef xb x f xe x xba xef xb x f xf x f x x xf x f,Normal
orang sipit gabisa maenin ni game ga keliatan kali yak wkwk,Hate Speech
dasar celeng,Abusive
bank pemerintah gulung tikar kmdn jual asingaseng,Hate Speech
ga besok maen laen dah bosen gw,Normal
innalillahi wainna ilaihi rojiun keluarga nahdlatul ulama berduka cita mendalam wafatnya kiai kholilurrahman ra lilur cicit syaikhona kholil bangkalan semoga allah merahmati menempatkan ra lilur sisinya amin,Normal
pegang rusia takut dituduh antek komunis pegan kroasia takut dituduh antek kafir semenjak bnyk tukang tuduh hpup sy sulit,Hate Speech
maling teriak maling kafir teriak kafir orang kayak gtu lahirnya cmpur tai,Abusive
si anak kampang muncul tu liat,Abusive
apaapaan bapaknya si ka cocot,Abusive
laki laki brengsek laki laki brengsek dunia,Normal
puisi kau karya lahir orde menyuarakan suara orangorang tertindas gerakan reformasi orde,Normal
kayak kntl,Harassment
kau babi ngentot anjing,Harassment
bibir gede banget sih kek biji game gak ya biar enak enak gitu,Harassment
nabi adam fiksi nabi ibrahim fiksi nabi musa fiksi nabi nuh fiksi nabi isa fiksi ulama dungu utk memperingati nuzul quran jk mengikuti logika,Abusive
teriak allah hu barbar rusak telinga diskusi buang islam dpr,Abusive
kkkkkkkkkkkkkk koq sprti junjunganmu sdh dungu plonga plongo,Abusive
isu kemanusiaan rohingya membuktikan ketidakcermatan tim mengelola isu,Hate Speech
selamat siang masyarakat banten sambut pilkada serentak banten penuh kebahagiaan aman kondusif,Normal
kau menyesal bangsad v karna sakit aja gak ngapangapain tunggu aja sehat ya lihat lakuin bangsad kau,Abusive
kafir nyamar pemakan babi mulut junjungannya pk tolak,Abusive
eh serius pen muntah beneran tai lo hyung,Abusive
sinting merusak,Abusive
gilak foto susunya gede banget pengen gw remet ampe crot gw,Harassment
hmmmm somi mencium bau bau bangkai,Normal
dpr gak revisi uu terorisme aja revisi uu kalimat kalimat ambigu tujuannya bagus gak salah paham inget salah paham merusak harmonisasi kewarganegaraan memecah,Normal
ngiklanin promo cashback appnya penggunaan kode berhasil cashback ga masuk bilangnya kesalahan sistem promo berakhir bodo woy kesalahan sistem urusanku cashback dijanjikan olehmu url,Normal
gak salah belajar kacamata tvshow salah nggak udh lanjutin aja yg lakukan positif bgt utk mah emg udh dasarnya tolol gamau berkembang,Abusive
ulama nu mngajarkan tentg hr menghormati antr berbeda agama suku bahasa dn budaya,Normal
dasar otak udang lo lo lari gwe,Abusive
silaturahmi pimpinan dkm masjid alkautsar h toniman beliau mendoakan hasanah menang pilkada jabar mensukseskan programprogram hasanah pro rakyat bravohasanah jabarhasanah aja hasanahkeurjabar,Normal
anti kebhinnekaan ban cebong yg dituduh ummat islam,Hate Speech
rt gituin pemain persija udah kayak kebakaran kumis suporter baperan engga inget kelakuan pemain xe x xa,Abusive
berdalih pilar mpr dungukan biadabkan bangsa dakwah islam menyeru nyembah allah swt benci kafir mecah bangsa,Abusive
kno gw bilang bencong tu hti karna makan duit pemerintahan yg sah skrg mengganti dasar pancasila negara dgn khilafah gak bencong namanya,Harassment
sore gaes mo maen diem aja yak,Normal
pemerintah menetapkan daftar proyek strategis nasional direalisasikan s,Normal
klo maen omongannya santun yak kayak orang ga berpendidikan,Normal
mari ngewe,Harassment
aaaamiiiiiiinnnn mudahmudahan ga geblek trus riya posting gaji timeline,Abusive
dengar laut banda tertutup peneliti asing regulasinya penelitian laut banda leader nya peneliti indonesia kapal riset indonesia menyertakan peneliti asing,Normal
keypoint cebong dungu iq sekolam ngeyel ujung nya kolam pokoknya gantitrus ya xf x f x x,Abusive
emang ya hitam hitam keriting gitu klo dah ngumpul bawaannya pengen berantem aja,Hate Speech
perang melulu ga pernah menang ga punya otak bener dah semua,Abusive
ya bajingan terima kasih,Abusive
alay lu hyung gua hidup lu nista alay,Abusive
gerombolan pks booking pecun hotel travel fashion hotel area gunung sahari plus mabes aleksis mah tumbal pencitraan sisanya amankan wan abud,Harassment
tahukah anda dengan mengajak org kawan membeli psk bersama psk gratis tertarik,Harassment
panwaslu sukamara terima laporan pelanggaran pilkada,Normal
kebijakan indonesia tdk bertentangan dgn kepentingan cina,Hate Speech
lp ayahnya dah mati bom bunuh sbykamu jgn linglung,Abusive
penjual kek cina sipit gitu emang liat barang mo dijual,Hate Speech
iya huhu tuh orangnya emang rada udik ngeliat langsuh waah waah waah xf x f x x xf x f x x kayanya peru kompilasi bilang waaah waah,Abusive
lu yg dongo suporter promosiin film wkwkwk sampe berpolitik jga wkwkk,Abusive
cewek lo maho,Harassment
usir budha myanmar kacau myanmar,Hate Speech
sulit menutup kebocoran kapal dimanamana ya ganti kapal,Normal
heran deh yaa gak capek larilari pikiranku,Normal
dasar norak kampungan maen ya,Abusive
ya orang indonesia disuruh tertib susah banget salah contohnya tertib krl se xe x xa,Normal
pinguin penyebar enak enak player cewe dah sange ni,Harassment
sok cantik banget si gay,Harassment
tante kuntig jtnya mayan lebaran nih xf x f x xa,Normal
udah gila ya bikin webtoon matahari lingkaran nikah arka sinting gue nanges,Normal
tontonperhatikan praktekan mantap need stronger bottom like that anjing parah gay,Harassment
sensasional tindakan dn peristiwa diluar nalar smakin dominan terjdi berdoalah smoga yg mendeklarasikan islam cebong nusantara xf x f x x f,Hate Speech
tentara saudi suriah isi banci lari libya url url,Harassment
brapa bayaran artis ya menangis tertawa tersakiti ngewe dsb multitalen artis film komunis,Harassment
mukanya kek kirik ni,Abusive
rindu kau bajingan,Normal
selamat penderitaan orang hih url,Abusive
rindu pemimpinpemimpin,Normal
alhamdulilah nikmat tuhan yg dustakan,Normal
budha membantai muslim rohingya,Hate Speech
match beneran keren ga nyangka kek gitu hasilnya,Normal
kebijakan pengembalian barang konsumen yg barang rusak cacat produksi konsumen puas produk terhitung tanggal pembelian hauzminiquiz hauzid,Normal
pendusta pemimpin agama kristen gitu ya teh,Abusive
china ni negara haram makan babi,Hate Speech
susu mak lo meledak kebanyakan dikenyot orang sekampung,Harassment
kartu kredit gak tpi utangan negara,Abusive
mbappe nama nita apriani domisili palembang kuismingguanguesehat id youtube nita apriani,Normal
lu belain aja tu cina beban dah afk aja lu cium tu pantat si cina,Hate Speech
tulisan pagi budaya merugikan kesehatan semoga berguna,Normal
lewatin level susah,Normal
sange banget gw bantuin coli,Harassment
gua galak kasar omongannya gabisa dijaga tapi pacar gua nerima gua sayang mah ka xe x xa,Normal
anakanak memikul bom menuruti delusi orang tuanya,Normal
kaum cebong dungu saham pengambilan keputusan mayoritas keuntungan banyak emangnya yg gaji pekerja yg alatnya freeport,Hate Speech
jepang ni kntlnya ni,Hate Speech
gue cerita angst suka yg sad ending ampe mewek beneran gue bacanya gembel banget gasih wkwk,Normal
lu bacot,Abusive
bodo amat gak tertarik titik,Normal
lha karno anti asing indonesia pbb gerakan non blok beliau mayoritas jawa memujanya dijadikannya presiden seumur hidup mentah min ente,Normal
kondisi mencret minum susu kental manis disebabkan kadar gula dalamnya kondisi faktor intoleransi individu susu sapi,Normal
udah item bibir tebel gaya rambut abal abal emang ga cocok lo gua,Hate Speech
orang tolol idiot bahaya dengar xe x x chutang xe x x d dijadikan bahan bully pemerintah kritik presiden hutang menyebabkan cashflow negara negatif,Normal
ayahku tsundere dingin jarang omongan canggung gt orang asing kadang receh ga pelit wkwk aja langsung dibeliin beda mama yg nabung lah baru madrid jam siang ja,Normal
masif cina antek komunis url,Hate Speech
asli bego banget dah orang melayu ni ga mikir,Hate Speech
culun banget sih ni orang game pecundang,Abusive
miiinn bener ya lb bertambah duuhh maaf min celeng udh ngerti skr hahaha makasi min youre the best,Normal
benar biasakami rakyat mendengar sesuai aturanbeberapa kabar medium terduga korupsi berita tka memenuhi timeline berita tv url,Hate Speech
prose buang islam main paksa kesadaran,Abusive
gila lu perek perek gatel ngapain ngumpul mari,Harassment
ga tau malu dasar skill secupu dipamerin,Abusive
tolonglah ajak buzzer pinter anggar jago menghina orang yg ngga suka pake lapor polisi duh,Abusive
bubar aja dah ketemu orang goblok pa maen emang,Abusive
sinting kah km bos yg mo bubarkan kpk klo bkn km orangorangmu,Abusive
sampean sarap yakl impor pswat terbg gak pa impor garam gk kebayang indonesia yg isinya garam garam jgdiimpor dasar otak ente ampu kaki,Abusive
marked a toread catatan harian menantu sinting by rosi l simamora url,Normal
yattp aj waspadaantek komunis pintr kamuflase,Abusive
pilihan ketua guild abis ni jangan sampe ketinggalan,Normal
xf x f x x xf x f x x xf x f x x pejabat pemerintahan dr gubernur tingkat mentri dpr selayaknya dipotong gajihnya untk bayar pajak bayar zakat mal sisanya untk fakir miskin untk menutupi utang neg,Normal
orang berkontol kek gini emang ga layak idup,Harassment
udah ngumpul belom nih,Normal
melecehkan gerakan sholat legal mas itu pejabat kenalkan olahraga aneh rejim kemana aja yak,Abusive
captain tae ganteng garam wkwkw,Normal
foto memek nya,Harassment
tokoh agama berpolitik praktis jabatan publik identitas keagamaan lingkungan agama budha mengaku biksu makan daging iya minum miras iya berkeluarga,Abusive
milik kampret bodoh pastinyaga sampe otaknya kampret,Abusive
udahlah digimanain emang dasar nubi ga menang dah,Abusive
jg penakar liberal sekuler syiah komunis intoleran ekstrimis,Hate Speech
namaku alana memiliki permasalahan rumit menyadari titik terendah dititik terendah kelabu bisu,Normal
lu gue dower rapper onta lu milik gue hati elu,Normal
gw ngimpi sentilin biji babi iya kek lo,Harassment
edan t,Normal
faham faham bahawa betapa tingginya ilmu ulama faham tg ahmad ridauddin,Normal
wkwkwkwk mampus luh,Abusive
si aseng rebut kekayaan indonesia xf x f x x xf,Hate Speech
bodat komunis piaraan cina loleng kau,Hate Speech
antek pki simpatisannya proxy cina komunis membenci tni panglimanya wajar seekali merek,Hate Speech
gila anak kampungan rendahan banget sih,Abusive
anjir guhe,Normal
klo taplak meja berwarna merah putih gk ditaroin asbak rokok ya,Normal
hindu tdk mengenal persidangan hindu percaya hukum karma dimana tuhan programmer agung yg perbuatan hasil yg sepadan hasilnya dibakar neraka tp dlm bentuk k,Normal
banci thailand mah cegan oppa,Harassment
promosi ban kampret,Hate Speech
sulit monyet apel manis pisang,Normal
monster biru kek parasit bener gede banget teteknya kek mamak kau,Harassment
senang nya,Normal
iyain aja gua lamalama kayak orang idiot ngobrol lu hyung,Hate Speech
nya elu gerombolan elu menghina presiden mestinya lu duluan yg diproses,Abusive
suka video bikin sange seharian,Harassment
cont kelamin wanita terdengar memenuhi lokasi berubah wujud menjiwai perannya dalam hati mengutuk pemburu orangorang asing tibatiba mengejarnya timnya bertugas co,Normal
pers mengkritisi pernyataan menteri agama bangsa dibohongi,Normal
gue liat sih kampret wkwk,Normal
sesembak camp jual zuzu zapi murni maw zuzu zapi or kambink or quda or onta or zebra murni pasti sy tutup idung pa minumnya he,Harassment
pawanf monyet pawangnya monyetnya,Abusive
bau korban cowok yg pinter cakep bikin baper onta xf x f x x c xf x f x x xf x f x x xf x f x x xf x f x x,Harassment
badan lembek gitu ngewe aq,Harassment
buta ya om,Abusive
nyesel gua upfoll anjir fers nya hilang diaudit jd turun dr,Normal
baca judulnye nyet biar gk domba idiot,Abusive
udah lu maen ni game bang,Normal
cici cici emang cocok enak enak rame rame ni,Harassment
kaab bin alasyraf salah tokoh yahudi yg benci terhdap dakwah nabi bgmana hafal alquran,Normal
segregation ni zaman since zaman nabi muhammad ubah sikap manusia mengamalkan budaya diskriminasi malaysia ni actually dah aman pergaduhan seteruk sa,Normal
fitnah makanan elo nih akun sampah,Abusive
luh anak monyet sllu bawa agama kalo bicara politik tau wawasan wwsn luh dangkal jdi kalo sosmed luh bcranya sektariannizrm pemecah belah umat beragam suku ra agama bicara kecebong makar panglima gatot ajah gak kaitanny,Abusive
hehehehemuhammadiyah ma kiai dahlan dituduh kyai kafir dll,Normal
yaaa festival budaya iniii nabuuunggg,Normal
knp al quran jadikan alat bukti kapolri dlm bom surabaya,Normal
semoga allah menghancurleburkan kafir budha teroris menzalimi kaum muslim rohingya,Hate Speech
lohhh yg dilakuin oppa oppa koriya yg bilang oppa koriya banci banci militeran htt xe x xa,Harassment
gak pede kayaknya buktinya kisahkisah profesor yahudi masuk islam takjub meneliti bla bla bla suka seliweran grup wa xf x f x x,Normal
meriah acara temu masyarakat indonesia dgn gubernur kjri istanbul kpd pelajar gubernur berpesan membangun jaringan sblm indonesia,Normal
pecundang ni orang ga berani,Abusive
pembohong harap menang cuih,Abusive
sampah ngambil kursi cafe aja manjaaaaa ga ketulungan,Normal
chat brb alhamdulillah ingatkan brb tu sendawa kenyang hahhahahaha sorus noob be right back ececeh,Normal
klo sange wc bang kebuang tu calon anak,Harassment
sampah mainnya ni lemah,Abusive
sungguh ga banget ni game penuh orang sipit ga aturan,Hate Speech
namanya cari nafkah bangsad,Abusive
setuju pakek banget sekjen pcn partai cocot nusantara,Abusive
makanan murah ya allah perlis ni yahudi penah makan hengget sob sukanyaaaa xf x f x x xf x f x x d,Normal
dlm tradisi semit yahudi yg namanya bar bat mitzvah umur yo suda dihitung dewasa ukurannya haid gadis yg yo suda haid matang kawin tradisi hejaz gimana kawin usia,Normal
keparat bener org mantan gue,Abusive
parah kau maennya lemah lemah lemah,Abusive
sekjen pbb keknya saracen,Abusive
afk disuruh nyokap makan ntar gw login,Normal
kampret merusak nusantara jaman majapahit diwadahi hti c dg ide killafah,Abusive
bejad pokonya dah aja diajak ngew,Harassment
jiaaahh gw aja g kepikiran loh karna warna kalo sempet yg mikir kek gitu kebangetan idiot nya xf x f x x xf x f x x xf x f x x,Abusive
bilang sipit sipit bilang maennya ga becus dasar,Hate Speech
gb cuy bossnya susah bener ni,Normal
nubie kontol bisanya lari lari doang parah banget,Abusive
sipit ga mata tau,Hate Speech
nyamuk keparat gigit ga banget dasar,Abusive
replyan gue ga dibalas mulu dasar onta cebong,Hate Speech
budaya demokrasi amerika serikat maju indonesia rakyatnya membedakan yg privat yg publik faham penggunaan pesawat kepresidenan melekat kpd lembaga kepresidenan keselamatan amp pengamanan preside,Normal
orang saksi anjing dikasus babi tolol url,Abusive
tokoh bilang umat muslim negeri tertekan muslim umat agama tertekan bikin egois hak dibandingkan penganut agama,Normal
nyanyiin nyanyi lingsir wengi ya iyo the kunti,Normal
anjing goblog setan bangsat,Abusive
brb musti kamar mandi,Normal
sisi kesadaran gender tetangga sebelah sdh lbh maju yg kerja istrinya suami ngurus anak ekonomi mayan mobil motor ninja bgmn lingkunganmu,Normal
lag banget si pake provider si,Normal
apasal laa rindu eeeee idiot laa xf x f x xad,Abusive
